z Lx kcorr
1.05 3.70725041020933e+43 0.6697
1.05 4.23269792700523e+43 0.6697
1.05 4.83261980144005e+43 0.7328
1.05 5.5175716642256e+43 0.7328
1.05 6.2996052494744e+43 0.7931
1.05 7.19248044506816e+43 0.7931
1.05 8.21190739800786e+43 0.8552
1.05 9.37582293458945e+43 0.8552
1.05 1.0704706159022e+44 0.8552
1.05 1.22219387834487e+44 0.9093
1.05 1.39542165293784e+44 0.9093
1.05 1.59320188391447e+44 0.9697
1.05 1.81901451619634e+44 0.9697
1.05 2.0768327250551e+44 1.022
1.05 2.37119282416671e+44 1.022
1.05 2.70727408209078e+44 1.022
1.05 3.09098985154704e+44 1.079
1.05 3.5290916149089e+44 1.079
1.05 4.02928777659586e+44 1.125
1.05 4.60037929251778e+44 1.125
1.05 5.25241452297211e+44 1.176
1.05 5.99686603363297e+44 1.176
1.05 6.84683245544589e+44 1.216
1.05 7.81726895515578e+44 1.216
1.05 8.92525037159882e+44 1.216
1.05 1.0190271647643e+45 1.26
1.05 1.16345908438818e+45 1.26
1.05 1.32836207694079e+45 1.295
1.05 1.51663761204147e+45 1.295
1.05 1.73159839940343e+45 1.333
1.05 1.97702667599047e+45 1.333
1.05 2.25724075451014e+45 1.333
1.05 2.57717100416405e+45 1.36
1.05 2.9424466005379e+45 1.36
1.05 3.35949457099589e+45 1.39
1.05 3.83565287828418e+45 1.39
1.05 4.37929953205086e+45 1.416
1.05 5e+45 1.416
1.1 1e+40 2.673e-05
1.1 1.14173510247619e+40 2.673e-05
1.1 1.30355904422631e+40 0.000207
1.1 1.4883191189435e+40 0.000207
1.1 1.69926618178422e+40 0.0002386
1.1 1.94011184819373e+40 0.0002386
1.1 2.21509379981273e+40 0.0002386
1.1 2.52905034652355e+40 0.00102
1.1 2.88750555655553e+40 0.00102
1.1 3.29676645251449e+40 0.001225
1.1 3.76403398350168e+40 0.001225
1.1 4.29752972587713e+40 0.003573
1.1 4.90664054196878e+40 0.003573
1.1 5.60208374199861e+40 0.003573
1.1 6.39609565525095e+40 0.004373
1.1 7.30264692839543e+40 0.004373
1.1 8.33768833913895e+40 0.009717
1.1 9.51943145030131e+40 0.009717
1.1 1.08686690424248e+41 0.01212
1.1 1.24091409629328e+41 0.01212
1.1 1.41679518289555e+41 0.0212
1.1 1.61760479333101e+41 0.0212
1.1 1.84687617447975e+41 0.0212
1.1 2.10864335833047e+41 0.02617
1.1 2.4075121408092e+41 0.02617
1.1 2.74874112079945e+41 0.03982
1.1 3.13833422523646e+41 0.03982
1.1 3.58314634825487e+41 0.04816
1.1 4.09100396311194e+41 0.04816
1.1 4.67084282905416e+41 0.04816
1.1 5.33286521608031e+41 0.06712
1.1 6.08871941397313e+41 0.06712
1.1 6.95170468406135e+41 0.08007
1.1 7.93700525984097e+41 0.08007
1.1 9.06195751369867e+41 0.1057
1.1 1.03463549905376e+42 0.1057
1.1 1.18127966753764e+42 0.1249
1.1 1.34870846226912e+42 0.1249
1.1 1.53986779437934e+42 0.1249
1.1 1.75812111401549e+42 0.1554
1.1 2.00730859027603e+42 0.1554
1.1 2.29181467902013e+42 0.1797
1.1 2.61664526740747e+42 0.1797
1.1 2.98751575252729e+42 0.2153
1.1 3.41095160386101e+42 0.2153
1.1 3.89440317897556e+42 0.2153
1.1 4.44637681263124e+42 0.2456
1.1 5.07658448581727e+42 0.2456
1.1 5.79611470814359e+42 0.2953
1.1 6.61762762026614e+42 0.2953
1.1 7.55557774917379e+42 0.3423
1.1 8.62646833571973e+42 0.3423
1.1 9.84914170929053e+42 0.3423
1.1 1.12451108187593e+43 0.4021
1.1 1.28389377530122e+43 0.4021
1.1 1.4658665911121e+43 0.461
1.1 1.67363134261978e+43 0.461
1.1 1.91084365247335e+43 0.5231
1.1 2.18167727337263e+43 0.5231
1.1 2.49089752528407e+43 0.5848
1.1 2.84394514128792e+43 0.5848
1.1 3.24703199732501e+43 0.5848
1.1 3.70725041020933e+43 0.6473
1.1 4.23269792700523e+43 0.6473
1.1 4.83261980144005e+43 0.7102
1.1 5.5175716642256e+43 0.7102
1.1 6.2996052494744e+43 0.7718
1.1 7.19248044506816e+43 0.7718
1.1 8.21190739800786e+43 0.7718
1.1 9.37582293458945e+43 0.8348
1.1 1.0704706159022e+44 0.8348
1.1 1.22219387834487e+44 0.8939
1.1 1.39542165293784e+44 0.8939
1.1 1.59320188391447e+44 0.9555
1.1 1.81901451619634e+44 0.9555
1.1 2.0768327250551e+44 1.011
1.1 2.37119282416671e+44 1.011
1.1 2.70727408209078e+44 1.011
1.1 3.09098985154704e+44 1.069
1.1 3.5290916149089e+44 1.069
1.1 4.02928777659586e+44 1.118
1.1 4.60037929251778e+44 1.118
1.1 5.25241452297211e+44 1.171
1.1 5.99686603363297e+44 1.171
1.1 6.84683245544589e+44 1.171
1.1 7.81726895515578e+44 1.214
1.1 8.92525037159882e+44 1.214
1.1 1.0190271647643e+45 1.261
1.1 1.16345908438818e+45 1.261
1.1 1.32836207694079e+45 1.298
1.1 1.51663761204147e+45 1.298
1.1 1.73159839940343e+45 1.298
1.1 1.97702667599047e+45 1.339
1.1 2.25724075451014e+45 1.339
1.1 2.57717100416405e+45 1.367
1.1 2.9424466005379e+45 1.367
1.1 3.35949457099589e+45 1.399
1.1 3.83565287828418e+45 1.399
1.1 4.37929953205086e+45 1.428
1.1 5e+45 1.428
1.15 1e+40 1.252e-05
1.15 1.14173510247619e+40 1.252e-05
1.15 1.30355904422631e+40 0.0001106
1.15 1.4883191189435e+40 0.0001106
1.15 1.69926618178422e+40 0.0001106
1.15 1.94011184819373e+40 0.0001271
1.15 2.21509379981273e+40 0.0001271
1.15 2.52905034652355e+40 0.000594
1.15 2.88750555655553e+40 0.000594
1.15 3.29676645251449e+40 0.0007132
1.15 3.76403398350168e+40 0.0007132
1.15 4.29752972587713e+40 0.002386
1.15 4.90664054196878e+40 0.002386
1.15 5.60208374199861e+40 0.002386
1.15 6.39609565525095e+40 0.002941
1.15 7.30264692839543e+40 0.002941
1.15 8.33768833913895e+40 0.007229
1.15 9.51943145030131e+40 0.007229
1.15 1.08686690424248e+41 0.009104
1.15 1.24091409629328e+41 0.009104
1.15 1.41679518289555e+41 0.009104
1.15 1.61760479333101e+41 0.01684
1.15 1.84687617447975e+41 0.01684
1.15 2.10864335833047e+41 0.02098
1.15 2.4075121408092e+41 0.02098
1.15 2.74874112079945e+41 0.03301
1.15 3.13833422523646e+41 0.03301
1.15 3.58314634825487e+41 0.03301
1.15 4.09100396311194e+41 0.04032
1.15 4.67084282905416e+41 0.04032
1.15 5.33286521608031e+41 0.0577
1.15 6.08871941397313e+41 0.0577
1.15 6.95170468406135e+41 0.06951
1.15 7.93700525984097e+41 0.06951
1.15 9.06195751369867e+41 0.09395
1.15 1.03463549905376e+42 0.09395
1.15 1.18127966753764e+42 0.09395
1.15 1.34870846226912e+42 0.1123
1.15 1.53986779437934e+42 0.1123
1.15 1.75812111401549e+42 0.1438
1.15 2.00730859027603e+42 0.1438
1.15 2.29181467902013e+42 0.1695
1.15 2.61664526740747e+42 0.1695
1.15 2.98751575252729e+42 0.1695
1.15 3.41095160386101e+42 0.2074
1.15 3.89440317897556e+42 0.2074
1.15 4.44637681263124e+42 0.2402
1.15 5.07658448581727e+42 0.2402
1.15 5.79611470814359e+42 0.2884
1.15 6.61762762026614e+42 0.2884
1.15 7.55557774917379e+42 0.3329
1.15 8.62646833571973e+42 0.3329
1.15 9.84914170929053e+42 0.3329
1.15 1.12451108187593e+43 0.3894
1.15 1.28389377530122e+43 0.3894
1.15 1.4658665911121e+43 0.4437
1.15 1.67363134261978e+43 0.4437
1.15 1.91084365247335e+43 0.5038
1.15 2.18167727337263e+43 0.5038
1.15 2.49089752528407e+43 0.5038
1.15 2.84394514128792e+43 0.5626
1.15 3.24703199732501e+43 0.5626
1.15 3.70725041020933e+43 0.6245
1.15 4.23269792700523e+43 0.6245
1.15 4.83261980144005e+43 0.6863
1.15 5.5175716642256e+43 0.6863
1.15 6.2996052494744e+43 0.6863
1.15 7.19248044506816e+43 0.7484
1.15 8.21190739800786e+43 0.7484
1.15 9.37582293458945e+43 0.8118
1.15 1.0704706159022e+44 0.8118
1.15 1.22219387834487e+44 0.8729
1.15 1.39542165293784e+44 0.8729
1.15 1.59320188391447e+44 0.9357
1.15 1.81901451619634e+44 0.9357
1.15 2.0768327250551e+44 0.9357
1.15 2.37119282416671e+44 0.9924
1.15 2.70727408209078e+44 0.9924
1.15 3.09098985154704e+44 1.053
1.15 3.5290916149089e+44 1.053
1.15 4.02928777659586e+44 1.104
1.15 4.60037929251778e+44 1.104
1.15 5.25241452297211e+44 1.104
1.15 5.99686603363297e+44 1.159
1.15 6.84683245544589e+44 1.159
1.15 7.81726895515578e+44 1.204
1.15 8.92525037159882e+44 1.204
1.15 1.0190271647643e+45 1.254
1.15 1.16345908438818e+45 1.254
1.15 1.32836207694079e+45 1.293
1.15 1.51663761204147e+45 1.293
1.15 1.73159839940343e+45 1.293
1.15 1.97702667599047e+45 1.337
1.15 2.25724075451014e+45 1.337
1.15 2.57717100416405e+45 1.366
1.15 2.9424466005379e+45 1.366
1.15 3.35949457099589e+45 1.4
1.15 3.83565287828418e+45 1.4
1.15 4.37929953205086e+45 1.4
1.15 5e+45 1.431
1.2 1e+40 6.071e-06
1.2 1.14173510247619e+40 6.071e-06
1.2 1.30355904422631e+40 6.071e-06
1.2 1.4883191189435e+40 6.244e-05
1.2 1.69926618178422e+40 6.244e-05
1.2 1.94011184819373e+40 7.139e-05
1.2 2.21509379981273e+40 7.139e-05
1.2 2.52905034652355e+40 0.0003781
1.2 2.88750555655553e+40 0.0003781
1.2 3.29676645251449e+40 0.000453
1.2 3.76403398350168e+40 0.000453
1.2 4.29752972587713e+40 0.000453
1.2 4.90664054196878e+40 0.001738
1.2 5.60208374199861e+40 0.001738
1.2 6.39609565525095e+40 0.002148
1.2 7.30264692839543e+40 0.002148
1.2 8.33768833913895e+40 0.00577
1.2 9.51943145030131e+40 0.00577
1.2 1.08686690424248e+41 0.00577
1.2 1.24091409629328e+41 0.007311
1.2 1.41679518289555e+41 0.007311
1.2 1.61760479333101e+41 0.01417
1.2 1.84687617447975e+41 0.01417
1.2 2.10864335833047e+41 0.01777
1.2 2.4075121408092e+41 0.01777
1.2 2.74874112079945e+41 0.02876
1.2 3.13833422523646e+41 0.02876
1.2 3.58314634825487e+41 0.02876
1.2 4.09100396311194e+41 0.03541
1.2 4.67084282905416e+41 0.03541
1.2 5.33286521608031e+41 0.05188
1.2 6.08871941397313e+41 0.05188
1.2 6.95170468406135e+41 0.06306
1.2 7.93700525984097e+41 0.06306
1.2 9.06195751369867e+41 0.06306
1.2 1.03463549905376e+42 0.08607
1.2 1.18127966753764e+42 0.08607
1.2 1.34870846226912e+42 0.1031
1.2 1.53986779437934e+42 0.1031
1.2 1.75812111401549e+42 0.133
1.2 2.00730859027603e+42 0.133
1.2 2.29181467902013e+42 0.133
1.2 2.61664526740747e+42 0.157
1.2 2.98751575252729e+42 0.157
1.2 3.41095160386101e+42 0.1942
1.2 3.89440317897556e+42 0.1942
1.2 4.44637681263124e+42 0.2263
1.2 5.07658448581727e+42 0.2263
1.2 5.79611470814359e+42 0.2732
1.2 6.61762762026614e+42 0.2732
1.2 7.55557774917379e+42 0.2732
1.2 8.62646833571973e+42 0.3159
1.2 9.84914170929053e+42 0.3159
1.2 1.12451108187593e+43 0.3707
1.2 1.28389377530122e+43 0.3707
1.2 1.4658665911121e+43 0.4226
1.2 1.67363134261978e+43 0.4226
1.2 1.91084365247335e+43 0.4226
1.2 2.18167727337263e+43 0.4817
1.2 2.49089752528407e+43 0.4817
1.2 2.84394514128792e+43 0.539
1.2 3.24703199732501e+43 0.539
1.2 3.70725041020933e+43 0.6011
1.2 4.23269792700523e+43 0.6011
1.2 4.83261980144005e+43 0.6627
1.2 5.5175716642256e+43 0.6627
1.2 6.2996052494744e+43 0.6627
1.2 7.19248044506816e+43 0.7253
1.2 8.21190739800786e+43 0.7253
1.2 9.37582293458945e+43 0.7889
1.2 1.0704706159022e+44 0.7889
1.2 1.22219387834487e+44 0.8509
1.2 1.39542165293784e+44 0.8509
1.2 1.59320188391447e+44 0.8509
1.2 1.81901451619634e+44 0.915
1.2 2.0768327250551e+44 0.915
1.2 2.37119282416671e+44 0.9734
1.2 2.70727408209078e+44 0.9734
1.2 3.09098985154704e+44 1.035
1.2 3.5290916149089e+44 1.035
1.2 4.02928777659586e+44 1.088
1.2 4.60037929251778e+44 1.088
1.2 5.25241452297211e+44 1.088
1.2 5.99686603363297e+44 1.146
1.2 6.84683245544589e+44 1.146
1.2 7.81726895515578e+44 1.193
1.2 8.92525037159882e+44 1.193
1.2 1.0190271647643e+45 1.245
1.2 1.16345908438818e+45 1.245
1.2 1.32836207694079e+45 1.245
1.2 1.51663761204147e+45 1.286
1.2 1.73159839940343e+45 1.286
1.2 1.97702667599047e+45 1.333
1.2 2.25724075451014e+45 1.333
1.2 2.57717100416405e+45 1.365
1.2 2.9424466005379e+45 1.365
1.2 3.35949457099589e+45 1.365
1.2 3.83565287828418e+45 1.401
1.2 4.37929953205086e+45 1.401
1.2 5e+45 1.434
1.25 1e+40 2.758e-06
1.25 1.14173510247619e+40 2.758e-06
1.25 1.30355904422631e+40 2.758e-06
1.25 1.4883191189435e+40 3.313e-05
1.25 1.69926618178422e+40 3.313e-05
1.25 1.94011184819373e+40 3.769e-05
1.25 2.21509379981273e+40 3.769e-05
1.25 2.52905034652355e+40 0.0002237
1.25 2.88750555655553e+40 0.0002237
1.25 3.29676645251449e+40 0.0002237
1.25 3.76403398350168e+40 0.000268
1.25 4.29752972587713e+40 0.000268
1.25 4.90664054196878e+40 0.001023
1.25 5.60208374199861e+40 0.001023
1.25 6.39609565525095e+40 0.001264
1.25 7.30264692839543e+40 0.001264
1.25 8.33768833913895e+40 0.003417
1.25 9.51943145030131e+40 0.003417
1.25 1.08686690424248e+41 0.003417
1.25 1.24091409629328e+41 0.004333
1.25 1.41679518289555e+41 0.004333
1.25 1.61760479333101e+41 0.00889
1.25 1.84687617447975e+41 0.00889
1.25 2.10864335833047e+41 0.01126
1.25 2.4075121408092e+41 0.01126
1.25 2.74874112079945e+41 0.01126
1.25 3.13833422523646e+41 0.01943
1.25 3.58314634825487e+41 0.01943
1.25 4.09100396311194e+41 0.02435
1.25 4.67084282905416e+41 0.02435
1.25 5.33286521608031e+41 0.03755
1.25 6.08871941397313e+41 0.03755
1.25 6.95170468406135e+41 0.03755
1.25 7.93700525984097e+41 0.04628
1.25 9.06195751369867e+41 0.04628
1.25 1.03463549905376e+42 0.06555
1.25 1.18127966753764e+42 0.06555
1.25 1.34870846226912e+42 0.07938
1.25 1.53986779437934e+42 0.07938
1.25 1.75812111401549e+42 0.1063
1.25 2.00730859027603e+42 0.1063
1.25 2.29181467902013e+42 0.1063
1.25 2.61664526740747e+42 0.1276
1.25 2.98751575252729e+42 0.1276
1.25 3.41095160386101e+42 0.164
1.25 3.89440317897556e+42 0.164
1.25 4.44637681263124e+42 0.1954
1.25 5.07658448581727e+42 0.1954
1.25 5.79611470814359e+42 0.1954
1.25 6.61762762026614e+42 0.2434
1.25 7.55557774917379e+42 0.2434
1.25 8.62646833571973e+42 0.2871
1.25 9.84914170929053e+42 0.2871
1.25 1.12451108187593e+43 0.3434
1.25 1.28389377530122e+43 0.3434
1.25 1.4658665911121e+43 0.3963
1.25 1.67363134261978e+43 0.3963
1.25 1.91084365247335e+43 0.3963
1.25 2.18167727337263e+43 0.4566
1.25 2.49089752528407e+43 0.4566
1.25 2.84394514128792e+43 0.5147
1.25 3.24703199732501e+43 0.5147
1.25 3.70725041020933e+43 0.5775
1.25 4.23269792700523e+43 0.5775
1.25 4.83261980144005e+43 0.5775
1.25 5.5175716642256e+43 0.6394
1.25 6.2996052494744e+43 0.6394
1.25 7.19248044506816e+43 0.7029
1.25 8.21190739800786e+43 0.7029
1.25 9.37582293458945e+43 0.7669
1.25 1.0704706159022e+44 0.7669
1.25 1.22219387834487e+44 0.7669
1.25 1.39542165293784e+44 0.8299
1.25 1.59320188391447e+44 0.8299
1.25 1.81901451619634e+44 0.8946
1.25 2.0768327250551e+44 0.8946
1.25 2.37119282416671e+44 0.9544
1.25 2.70727408209078e+44 0.9544
1.25 3.09098985154704e+44 1.018
1.25 3.5290916149089e+44 1.018
1.25 4.02928777659586e+44 1.018
1.25 4.60037929251778e+44 1.072
1.25 5.25241452297211e+44 1.072
1.25 5.99686603363297e+44 1.131
1.25 6.84683245544589e+44 1.131
1.25 7.81726895515578e+44 1.181
1.25 8.92525037159882e+44 1.181
1.25 1.0190271647643e+45 1.181
1.25 1.16345908438818e+45 1.234
1.25 1.32836207694079e+45 1.234
1.25 1.51663761204147e+45 1.278
1.25 1.73159839940343e+45 1.278
1.25 1.97702667599047e+45 1.327
1.25 2.25724075451014e+45 1.327
1.25 2.57717100416405e+45 1.361
1.25 2.9424466005379e+45 1.361
1.25 3.35949457099589e+45 1.361
1.25 3.83565287828418e+45 1.4
1.25 4.37929953205086e+45 1.4
1.25 5e+45 1.434
1.3 1e+40 1.145e-06
1.3 1.14173510247619e+40 1.225e-06
1.3 1.30355904422631e+40 1.225e-06
1.3 1.4883191189435e+40 1.748e-05
1.3 1.69926618178422e+40 1.748e-05
1.3 1.94011184819373e+40 1.98e-05
1.3 2.21509379981273e+40 1.98e-05
1.3 2.52905034652355e+40 1.98e-05
1.3 2.88750555655553e+40 0.0001342
1.3 3.29676645251449e+40 0.0001342
1.3 3.76403398350168e+40 0.0001605
1.3 4.29752972587713e+40 0.0001605
1.3 4.90664054196878e+40 0.0006834
1.3 5.60208374199861e+40 0.0006834
1.3 6.39609565525095e+40 0.0008458
1.3 7.30264692839543e+40 0.0008458
1.3 8.33768833913895e+40 0.0008458
1.3 9.51943145030131e+40 0.002486
1.3 1.08686690424248e+41 0.002486
1.3 1.24091409629328e+41 0.003165
1.3 1.41679518289555e+41 0.003165
1.3 1.61760479333101e+41 0.00687
1.3 1.84687617447975e+41 0.00687
1.3 2.10864335833047e+41 0.00687
1.3 2.4075121408092e+41 0.00876
1.3 2.74874112079945e+41 0.00876
1.3 3.13833422523646e+41 0.01618
1.3 3.58314634825487e+41 0.01618
1.3 4.09100396311194e+41 0.0204
1.3 4.67084282905416e+41 0.0204
1.3 5.33286521608031e+41 0.03236
1.3 6.08871941397313e+41 0.03236
1.3 6.95170468406135e+41 0.03236
1.3 7.93700525984097e+41 0.04019
1.3 9.06195751369867e+41 0.04019
1.3 1.03463549905376e+42 0.05808
1.3 1.18127966753764e+42 0.05808
1.3 1.34870846226912e+42 0.0708
1.3 1.53986779437934e+42 0.0708
1.3 1.75812111401549e+42 0.0708
1.3 2.00730859027603e+42 0.09599
1.3 2.29181467902013e+42 0.09599
1.3 2.61664526740747e+42 0.1158
1.3 2.98751575252729e+42 0.1158
1.3 3.41095160386101e+42 0.1511
1.3 3.89440317897556e+42 0.1511
1.3 4.44637681263124e+42 0.1511
1.3 5.07658448581727e+42 0.1817
1.3 5.79611470814359e+42 0.1817
1.3 6.61762762026614e+42 0.2282
1.3 7.55557774917379e+42 0.2282
1.3 8.62646833571973e+42 0.2704
1.3 9.84914170929053e+42 0.2704
1.3 1.12451108187593e+43 0.3248
1.3 1.28389377530122e+43 0.3248
1.3 1.4658665911121e+43 0.3248
1.3 1.67363134261978e+43 0.3753
1.3 1.91084365247335e+43 0.3753
1.3 2.18167727337263e+43 0.4346
1.3 2.49089752528407e+43 0.4346
1.3 2.84394514128792e+43 0.491
1.3 3.24703199732501e+43 0.491
1.3 3.70725041020933e+43 0.491
1.3 4.23269792700523e+43 0.5536
1.3 4.83261980144005e+43 0.5536
1.3 5.5175716642256e+43 0.6148
1.3 6.2996052494744e+43 0.6148
1.3 7.19248044506816e+43 0.6793
1.3 8.21190739800786e+43 0.6793
1.3 9.37582293458945e+43 0.744
1.3 1.0704706159022e+44 0.744
1.3 1.22219387834487e+44 0.744
1.3 1.39542165293784e+44 0.8064
1.3 1.59320188391447e+44 0.8064
1.3 1.81901451619634e+44 0.8723
1.3 2.0768327250551e+44 0.8723
1.3 2.37119282416671e+44 0.9339
1.3 2.70727408209078e+44 0.9339
1.3 3.09098985154704e+44 0.9339
1.3 3.5290916149089e+44 0.9988
1.3 4.02928777659586e+44 0.9988
1.3 4.60037929251778e+44 1.056
1.3 5.25241452297211e+44 1.056
1.3 5.99686603363297e+44 1.118
1.3 6.84683245544589e+44 1.118
1.3 7.81726895515578e+44 1.169
1.3 8.92525037159882e+44 1.169
1.3 1.0190271647643e+45 1.169
1.3 1.16345908438818e+45 1.225
1.3 1.32836207694079e+45 1.225
1.3 1.51663761204147e+45 1.271
1.3 1.73159839940343e+45 1.271
1.3 1.97702667599047e+45 1.322
1.3 2.25724075451014e+45 1.322
1.3 2.57717100416405e+45 1.322
1.3 2.9424466005379e+45 1.358
1.3 3.35949457099589e+45 1.358
1.3 3.83565287828418e+45 1.4
1.3 4.37929953205086e+45 1.4
1.3 5e+45 1.436
1.35 1e+40 4.839e-07
1.35 1.14173510247619e+40 5.157e-07
1.35 1.30355904422631e+40 5.157e-07
1.35 1.4883191189435e+40 8.818e-06
1.35 1.69926618178422e+40 8.818e-06
1.35 1.94011184819373e+40 9.956e-06
1.35 2.21509379981273e+40 9.956e-06
1.35 2.52905034652355e+40 9.956e-06
1.35 2.88750555655553e+40 7.802e-05
1.35 3.29676645251449e+40 7.802e-05
1.35 3.76403398350168e+40 9.33e-05
1.35 4.29752972587713e+40 9.33e-05
1.35 4.90664054196878e+40 0.000453
1.35 5.60208374199861e+40 0.000453
1.35 6.39609565525095e+40 0.000453
1.35 7.30264692839543e+40 0.0005635
1.35 8.33768833913895e+40 0.0005635
1.35 9.51943145030131e+40 0.001828
1.35 1.08686690424248e+41 0.001828
1.35 1.24091409629328e+41 0.002346
1.35 1.41679518289555e+41 0.002346
1.35 1.61760479333101e+41 0.005426
1.35 1.84687617447975e+41 0.005426
1.35 2.10864335833047e+41 0.005426
1.35 2.4075121408092e+41 0.006977
1.35 2.74874112079945e+41 0.006977
1.35 3.13833422523646e+41 0.0133
1.35 3.58314634825487e+41 0.0133
1.35 4.09100396311194e+41 0.01693
1.35 4.67084282905416e+41 0.01693
1.35 5.33286521608031e+41 0.01693
1.35 6.08871941397313e+41 0.02777
1.35 6.95170468406135e+41 0.02777
1.35 7.93700525984097e+41 0.03485
1.35 9.06195751369867e+41 0.03485
1.35 1.03463549905376e+42 0.05149
1.35 1.18127966753764e+42 0.05149
1.35 1.34870846226912e+42 0.05149
1.35 1.53986779437934e+42 0.06324
1.35 1.75812111401549e+42 0.06324
1.35 2.00730859027603e+42 0.08682
1.35 2.29181467902013e+42 0.08682
1.35 2.61664526740747e+42 0.105
1.35 2.98751575252729e+42 0.105
1.35 3.41095160386101e+42 0.1389
1.35 3.89440317897556e+42 0.1389
1.35 4.44637681263124e+42 0.1389
1.35 5.07658448581727e+42 0.1681
1.35 5.79611470814359e+42 0.1681
1.35 6.61762762026614e+42 0.2139
1.35 7.55557774917379e+42 0.2139
1.35 8.62646833571973e+42 0.2554
1.35 9.84914170929053e+42 0.2554
1.35 1.12451108187593e+43 0.2554
1.35 1.28389377530122e+43 0.3091
1.35 1.4658665911121e+43 0.3091
1.35 1.67363134261978e+43 0.3586
1.35 1.91084365247335e+43 0.3586
1.35 2.18167727337263e+43 0.417
1.35 2.49089752528407e+43 0.417
1.35 2.84394514128792e+43 0.4721
1.35 3.24703199732501e+43 0.4721
1.35 3.70725041020933e+43 0.4721
1.35 4.23269792700523e+43 0.5342
1.35 4.83261980144005e+43 0.5342
1.35 5.5175716642256e+43 0.5946
1.35 6.2996052494744e+43 0.5946
1.35 7.19248044506816e+43 0.6592
1.35 8.21190739800786e+43 0.6592
1.35 9.37582293458945e+43 0.6592
1.35 1.0704706159022e+44 0.7236
1.35 1.22219387834487e+44 0.7236
1.35 1.39542165293784e+44 0.7863
1.35 1.59320188391447e+44 0.7863
1.35 1.81901451619634e+44 0.8526
1.35 2.0768327250551e+44 0.8526
1.35 2.37119282416671e+44 0.8526
1.35 2.70727408209078e+44 0.9152
1.35 3.09098985154704e+44 0.9152
1.35 3.5290916149089e+44 0.9808
1.35 4.02928777659586e+44 0.9808
1.35 4.60037929251778e+44 1.04
1.35 5.25241452297211e+44 1.04
1.35 5.99686603363297e+44 1.103
1.35 6.84683245544589e+44 1.103
1.35 7.81726895515578e+44 1.103
1.35 8.92525037159882e+44 1.156
1.35 1.0190271647643e+45 1.156
1.35 1.16345908438818e+45 1.214
1.35 1.32836207694079e+45 1.214
1.35 1.51663761204147e+45 1.262
1.35 1.73159839940343e+45 1.262
1.35 1.97702667599047e+45 1.262
1.35 2.25724075451014e+45 1.315
1.35 2.57717100416405e+45 1.315
1.35 2.9424466005379e+45 1.353
1.35 3.35949457099589e+45 1.353
1.35 3.83565287828418e+45 1.397
1.35 4.37929953205086e+45 1.397
1.35 5e+45 1.436
1.4 1e+40 1.968e-07
1.4 1.14173510247619e+40 2.089e-07
1.4 1.30355904422631e+40 2.089e-07
1.4 1.4883191189435e+40 4.305e-06
1.4 1.69926618178422e+40 4.305e-06
1.4 1.94011184819373e+40 4.305e-06
1.4 2.21509379981273e+40 4.842e-06
1.4 2.52905034652355e+40 4.842e-06
1.4 2.88750555655553e+40 4.379e-05
1.4 3.29676645251449e+40 4.379e-05
1.4 3.76403398350168e+40 5.229e-05
1.4 4.29752972587713e+40 5.229e-05
1.4 4.90664054196878e+40 5.229e-05
1.4 5.60208374199861e+40 0.0002821
1.4 6.39609565525095e+40 0.0002821
1.4 7.30264692839543e+40 0.0003518
1.4 8.33768833913895e+40 0.0003518
1.4 9.51943145030131e+40 0.001244
1.4 1.08686690424248e+41 0.001244
1.4 1.24091409629328e+41 0.001606
1.4 1.41679518289555e+41 0.001606
1.4 1.61760479333101e+41 0.001606
1.4 1.84687617447975e+41 0.004018
1.4 2.10864335833047e+41 0.004018
1.4 2.4075121408092e+41 0.005223
1.4 2.74874112079945e+41 0.005223
1.4 3.13833422523646e+41 0.01059
1.4 3.58314634825487e+41 0.01059
1.4 4.09100396311194e+41 0.01059
1.4 4.67084282905416e+41 0.01369
1.4 5.33286521608031e+41 0.01369
1.4 6.08871941397313e+41 0.02349
1.4 6.95170468406135e+41 0.02349
1.4 7.93700525984097e+41 0.02984
1.4 9.06195751369867e+41 0.02984
1.4 1.03463549905376e+42 0.04508
1.4 1.18127966753764e+42 0.04508
1.4 1.34870846226912e+42 0.04508
1.4 1.53986779437934e+42 0.05564
1.4 1.75812111401549e+42 0.05564
1.4 2.00730859027603e+42 0.07744
1.4 2.29181467902013e+42 0.07744
1.4 2.61664526740747e+42 0.09397
1.4 2.98751575252729e+42 0.09397
1.4 3.41095160386101e+42 0.09397
1.4 3.89440317897556e+42 0.126
1.4 4.44637681263124e+42 0.126
1.4 5.07658448581727e+42 0.1532
1.4 5.79611470814359e+42 0.1532
1.4 6.61762762026614e+42 0.1972
1.4 7.55557774917379e+42 0.1972
1.4 8.62646833571973e+42 0.1972
1.4 9.84914170929053e+42 0.2368
1.4 1.12451108187593e+43 0.2368
1.4 1.28389377530122e+43 0.289
1.4 1.4658665911121e+43 0.289
1.4 1.67363134261978e+43 0.3369
1.4 1.91084365247335e+43 0.3369
1.4 2.18167727337263e+43 0.3944
1.4 2.49089752528407e+43 0.3944
1.4 2.84394514128792e+43 0.3944
1.4 3.24703199732501e+43 0.4485
1.4 3.70725041020933e+43 0.4485
1.4 4.23269792700523e+43 0.5103
1.4 4.83261980144005e+43 0.5103
1.4 5.5175716642256e+43 0.5701
1.4 6.2996052494744e+43 0.5701
1.4 7.19248044506816e+43 0.5701
