DETUID,NAME,RA,DEC,EXT_LIKE,DET_LIKE_0,EXP,BEST_Z,BEST_ZERR,CR500,CR500_L,CR500_H,CTS500,CTS500_L,CTS500_H,F300kpc,F300kpc_L,F300kpc_H,F500,F500_L,F500_H,L500,L500_L,L500_H,KT,KT_L,KT_H,MGAS500,MGAS500_L,MGAS500_H,YX500,YX500_L,YX500_H,M500,M500_L,M500_H,FGAS500,FGAS500_L,FGAS500_H,R500,R500_L,R500_H
em01_214123_020_ML00024_002_c010,1eRASS J141220.8-342036,213.08686497072233,-34.34355260550749,21.733658,49.98395,173.1,0.0321,0.0141,3.252,2.801,3.804,563.1,485.0,658.6,176.68,162.609,192.89,308.867,266.626,362.286,8.738,7.526,10.234,-1.0,2.77,-1.0,51.2,47.42,55.46,-0.0,-0.0,-0.0,8.68,7.74,9.58,0.059,0.052,0.067,666.0,641.0,689.0
em01_212117_020_ML00138_002_c010,1eRASS J141223.0-263754,213.09621368433918,-26.631739906045883,8.804983,10.530117,170.1,0.3257,0.0105,0.124,0.07,0.192,21.1,12.0,32.6,8.199,4.952,12.758,10.395,5.74,16.003,74.001,38.043,119.821,-1.0,-1.0,0.63,114.62,18.35,187.43,-0.0,-0.0,-0.0,15.55,10.55,25.96,0.067,0.025,0.132,731.0,642.0,867.0
em01_215096_020_ML00239_002_c010,1eRASS J141223.9-054659,213.09982510276618,-5.7830601660648515,9.6152,11.985747,150.1,0.1765,3.0E-4,0.077,0.03,0.142,11.5,4.5,21.3,-1.0,-1.0,10.386,-1.0,-1.0,12.847,-1.0,-1.0,15.26,-1.0,-1.0,-1.0,-1.0,-1.0,39.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_212117_020_ML00191_002_c010,1eRASS J141234.8-274336,213.1450541790779,-27.726720603141143,4.9699144,11.22726,158.5,0.7191,0.0233,0.03,0.0,0.096,4.8,0.0,15.2,-1.0,-1.0,7.328,-1.0,-1.0,8.933,-1.0,-1.0,203.693,-1.0,-1.0,-1.0,-1.0,-1.0,190.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_215087_020_ML00304_002_c010,1eRASS J141240.6+034625,213.16952791776458,3.7737217807568695,4.406539,7.8517923,156.0,0.1497,0.0,0.13,0.07,0.193,20.2,10.9,30.1,9.063,5.274,13.678,10.592,5.925,16.008,7.59,4.118,11.32,-1.0,0.32,-1.0,25.19,5.79,36.2,-0.0,-0.0,-0.0,5.25,3.41,7.5,0.044,0.019,0.081,542.0,469.0,611.0
em01_215093_020_ML00032_002_c010,1eRASS J141241.8-042554,213.17417504247538,-4.431714110708038,6.683746,54.76969,157.4,0.6747,0.0255,0.194,0.148,0.245,30.5,23.4,38.5,14.379,10.874,18.168,17.512,13.285,21.806,340.581,254.271,452.255,1.81,1.24,4.47,290.72,171.85,417.48,578.38,266.1,1330.13,36.94,29.43,45.4,0.078,0.044,0.118,850.0,788.0,911.0
em01_214120_020_ML00133_002_c010,1eRASS J141246.5-300535,213.19377919275172,-30.093185823586655,5.175252,15.085047,155.5,0.3807,0.0114,0.171,0.108,0.263,26.5,16.7,40.9,9.803,6.489,14.45,15.087,9.674,22.975,86.138,52.589,136.968,-1.0,0.94,-1.0,170.2,41.85,237.4,-0.0,-0.0,-0.0,22.56,15.21,29.86,0.074,0.033,0.123,810.0,710.0,890.0
em01_214120_020_ML00392_002_c010,1eRASS J141250.5-300851,213.210639211146,-30.14751333559207,3.3925016,5.684204,159.3,0.188,2.0E-4,0.105,0.036,0.202,16.7,5.7,32.1,-1.0,-1.0,11.769,-1.0,-1.0,18.438,-1.0,-1.0,20.847,-1.0,-1.0,-1.0,-1.0,-1.0,61.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_215087_020_ML00341_002_c010,1eRASS J141251.9+025000,213.21634675411818,2.8334821447186043,3.4388292,5.2448754,156.1,0.1808,7.0E-4,0.0,0.0,0.014,0.0,0.0,2.3,-1.0,-1.0,1.056,-1.0,-1.0,1.323,-1.0,-1.0,1.61,-1.0,-1.0,-1.0,-1.0,-1.0,2.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_214129_020_ML00034_002_c010,1eRASS J141253.4-394916,213.22267400765625,-39.82135152712385,7.3591595,14.280156,174.7,0.2218,0.0053,0.515,0.415,0.632,89.9,72.6,110.3,18.38,14.261,24.062,47.139,38.467,57.214,82.822,66.877,103.393,-1.0,1.37,-1.0,259.42,225.99,289.17,-0.0,-0.0,-0.0,30.45,25.94,36.83,0.083,0.067,0.102,950.0,901.0,1012.0
em01_213099_020_ML00017_002_c010,1eRASS J141307.5-075030,213.28130004998255,-7.841667823802833,32.16504,86.65289,156.5,0.0699,0.0119,1.544,1.345,1.743,241.7,210.5,272.8,90.207,80.099,102.606,142.7,124.603,162.229,19.495,16.956,22.036,2.3,1.69,4.16,88.58,80.46,96.17,213.57,145.94,365.5,14.63,13.26,16.37,0.06,0.052,0.069,784.0,758.0,814.0
em01_212117_020_ML00345_002_c010,1eRASS J141312.5-274355,213.30215340005842,-27.732091526981158,3.5344763,8.945843,148.7,0.3318,0.0205,0.096,0.047,0.165,14.3,7.0,24.5,-1.0,-1.0,11.222,-1.0,-1.0,14.398,-1.0,-1.0,62.608,-1.0,-1.0,-1.0,-1.0,-1.0,100.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
eb01_212078_020_ML00061_002_c010,1eRASS J141313.9+122359,213.307974794716,12.399854744485216,3.9495478,23.073565,148.3,0.2549,4.0E-4,0.146,0.095,0.219,21.6,14.1,32.4,12.639,8.427,18.448,13.02,8.473,19.135,27.859,17.918,41.444,-1.0,0.58,-1.0,18.73,2.37,51.53,-0.0,-0.0,-0.0,10.76,6.97,15.1,0.021,0.007,0.058,664.0,574.0,743.0
em01_212111_020_ML00213_002_c010,1eRASS J141323.0-195521,213.3458982089935,-19.922597859208313,4.473667,7.3126183,165.2,0.2487,0.0077,0.075,0.028,0.13,12.4,4.6,21.5,-1.0,-1.0,8.324,-1.0,-1.0,11.996,-1.0,-1.0,26.696,-1.0,-1.0,-1.0,-1.0,-1.0,78.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
eb01_212078_020_ML00011_002_c010,1eRASS J141326.2+115346,213.35924338804674,11.896301682011059,31.173574,84.56127,151.5,0.44,0.0028,0.446,0.383,0.529,67.6,58.1,80.2,32.705,26.966,38.494,43.221,37.037,50.92,264.279,226.253,313.225,-1.0,12.14,-1.0,421.42,280.85,524.54,-0.0,-0.0,-0.0,50.6,44.8,57.31,0.083,0.056,0.11,1036.0,995.0,1080.0
em01_214123_020_ML00023_002_c010,1eRASS J141329.7-322949,213.374123335081,-32.497011427653845,16.898928,50.401154,164.0,0.1019,4.0E-4,0.609,0.511,0.73,99.8,83.7,119.8,47.663,41.474,55.254,54.987,46.695,65.404,17.929,15.066,21.561,1.48,1.17,3.22,57.48,40.41,73.83,92.04,57.52,192.53,12.84,10.88,14.63,0.044,0.031,0.059,742.0,703.0,775.0
em01_215090_020_ML00058_002_c010,1eRASS J141332.7-005037,213.38644887606267,-0.8437810254609613,6.213408,32.05552,159.5,0.1197,5.0E-4,0.543,0.417,0.687,86.6,66.6,109.6,25.173,20.09,30.893,50.498,38.307,63.173,21.548,16.521,27.328,3.51,1.25,6.69,85.17,73.29,97.26,309.66,133.84,587.47,12.86,10.73,15.74,0.066,0.052,0.082,739.0,695.0,790.0
em01_214105_020_ML00014_002_c010,1eRASS J141337.1-140536,213.40475847456105,-14.093540770457466,41.998714,144.93816,164.3,0.1659,0.0042,1.027,0.91,1.157,168.8,149.5,190.1,72.212,63.06,82.045,96.711,85.806,109.208,86.872,76.882,98.522,5.28,2.58,9.61,226.65,188.94,259.74,1195.32,588.54,2164.88,34.56,30.9,38.16,0.065,0.053,0.078,1011.0,974.0,1045.0
em01_214108_020_ML00168_002_c010,1eRASS J141354.3-181132,213.47625623504962,-18.192408956363217,3.7847476,9.046778,164.5,0.2102,0.0087,0.146,0.083,0.232,24.1,13.6,38.2,8.89,5.836,12.937,12.898,7.617,20.726,22.9,12.589,37.018,-1.0,0.48,-1.0,72.11,24.37,101.24,-0.0,-0.0,-0.0,11.52,7.87,16.54,0.057,0.027,0.103,690.0,608.0,778.0
em01_213081_020_ML00584_002_c010,1eRASS J141400.7+080418,213.50296587225378,8.071884735802598,3.1662273,5.1513433,158.6,0.5494,0.0123,0.058,0.001,0.146,9.2,0.2,23.2,-1.0,-1.0,12.525,-1.0,-1.0,14.974,-1.0,-1.0,793.312,-1.0,-1.0,-1.0,-1.0,-1.0,244.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_214105_020_ML00232_002_c010,1eRASS J141404.5-155433,213.51875550911015,-15.909232238344748,3.5342207,9.861595,167.1,0.2204,0.0085,0.078,0.039,0.141,13.0,6.5,23.6,-1.0,-1.0,10.435,-1.0,-1.0,13.042,-1.0,-1.0,22.623,-1.0,-1.0,-1.0,-1.0,-1.0,46.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_213081_020_ML00128_002_c010,1eRASS J141408.2+084303,213.53427938825408,8.71753573774502,4.078556,11.911863,159.6,0.0793,6.0E-4,0.105,0.055,0.202,16.8,8.7,32.2,9.41,4.94,15.68,9.578,4.99,17.735,1.644,0.856,3.13,-1.0,0.69,-1.0,4.7,1.15,12.5,-0.0,-0.0,-0.0,2.21,1.43,3.25,0.025,0.009,0.062,416.0,360.0,473.0
em01_212114_020_ML00334_002_c010,1eRASS J141413.0-224124,213.554488566679,-22.690116484468536,3.2283745,8.382031,167.7,0.3004,0.0165,0.073,0.043,0.115,12.2,7.2,19.3,6.109,3.66,9.485,6.748,3.963,10.425,22.852,13.556,36.817,-1.0,1.67,-1.0,31.98,4.55,63.93,-0.0,-0.0,-0.0,8.18,5.94,13.51,0.036,0.014,0.078,596.0,535.0,704.0
em01_214123_020_ML00093_002_c010,1eRASS J141417.7-322155,213.57375562688264,-32.36530993975631,3.0625424,22.020002,166.0,0.4353,0.016,0.1,0.051,0.185,16.6,8.5,30.7,7.505,4.179,13.819,8.352,4.473,15.604,77.88,38.629,149.436,-1.0,0.47,-1.0,43.7,3.54,127.81,-0.0,-0.0,-0.0,16.98,11.08,28.13,0.028,0.008,0.079,722.0,626.0,854.0
em01_215090_020_ML00462_002_c010,1eRASS J141422.9-002318,213.5955679264766,-0.3884595398723441,4.8808756,8.627963,159.0,0.1396,3.0E-4,0.509,0.341,0.686,80.9,54.2,109.0,24.43,19.082,31.285,46.461,31.488,63.489,27.789,18.441,37.504,-1.0,1.26,-1.0,105.45,79.89,121.52,-0.0,-0.0,-0.0,15.67,11.47,20.43,0.066,0.045,0.093,783.0,706.0,856.0
em01_215093_020_ML00052_002_c010,1eRASS J141425.5-020918,213.6065749123264,-2.155272439221886,7.983415,35.384262,157.5,0.2924,9.0E-4,0.339,0.27,0.422,53.4,42.5,66.4,16.619,13.21,21.047,28.015,22.217,35.146,100.674,80.194,125.915,-1.0,0.85,-1.0,228.07,184.77,268.02,-0.0,-0.0,-0.0,29.19,24.15,35.23,0.077,0.057,0.101,913.0,857.0,972.0
em01_214120_020_ML00115_002_c010,1eRASS J141437.3-283657,213.65569368531558,-28.61585382064711,4.8648715,11.383968,147.2,0.6455,0.0269,0.104,0.066,0.171,15.4,9.7,25.2,9.072,5.694,15.28,9.786,6.136,16.124,163.178,102.475,282.712,-1.0,4.02,-1.0,90.61,9.62,178.94,-0.0,-0.0,-0.0,20.32,14.33,30.84,0.046,0.015,0.1,705.0,628.0,810.0
em01_214120_020_ML00132_002_c010,1eRASS J141437.7-295721,213.657204462129,-29.955892641928422,9.783806,17.435078,158.9,0.1949,0.0057,0.217,0.14,0.288,34.4,22.3,45.8,10.752,7.524,14.663,20.314,13.213,26.564,25.98,17.023,35.476,-1.0,1.61,-1.0,97.71,71.81,117.52,-0.0,-0.0,-0.0,12.21,9.45,16.4,0.078,0.052,0.106,707.0,649.0,780.0
em01_215102_020_ML00051_002_c010,1eRASS J141438.8-123811,213.66174180391565,-12.636478886693958,5.1846504,36.406456,164.8,0.5228,0.0166,0.188,0.146,0.237,31.0,24.1,39.1,14.709,11.495,18.73,17.32,13.381,21.528,203.775,154.925,267.332,4.46,1.5,8.83,204.54,117.43,308.78,921.73,312.32,1934.83,33.36,24.88,41.79,0.061,0.033,0.099,873.0,792.0,941.0
em01_215090_020_ML00091_002_c010,1eRASS J141442.4+004327,213.67668814959515,0.724223604817285,4.725623,21.852295,159.2,0.859,0.0798,0.122,0.073,0.263,19.4,11.6,41.8,10.149,6.127,23.538,10.888,6.565,24.615,412.419,237.414,897.272,1.51,1.19,4.8,90.6,7.38,260.85,198.03,62.83,627.1,27.46,18.28,47.11,0.033,0.011,0.098,716.0,625.0,857.0
em01_214123_020_ML00036_002_c010,1eRASS J141452.0-335309,213.71694754922868,-33.885895203187516,12.892605,37.84655,175.6,0.1045,2.0E-4,1.198,1.0,1.401,210.3,175.5,245.9,53.861,45.121,64.801,110.061,92.187,129.15,36.691,30.732,43.365,-1.0,1.4,-1.0,153.3,138.3,168.81,-0.0,-0.0,-0.0,21.27,18.83,23.28,0.073,0.063,0.085,878.0,843.0,905.0
em01_215090_020_ML00145_002_c010,1eRASS J141452.4+001316,213.7187387323886,0.22123936249847273,12.162546,15.044595,158.8,0.125,7.0E-4,0.281,0.204,0.372,44.7,32.3,59.0,15.706,11.782,20.404,23.754,17.298,31.192,11.562,8.353,15.23,1.13,0.41,1.8,48.77,37.01,57.92,50.9,22.46,89.69,8.44,6.61,10.66,0.055,0.039,0.076,641.0,590.0,692.0
em01_215090_020_ML00059_002_c010,1eRASS J141457.8-002050,213.74091606210752,-0.3474686068529235,9.493078,37.20412,158.5,0.1398,3.0E-4,0.273,0.149,0.539,43.2,23.6,85.5,18.303,12.14,29.162,24.67,13.539,48.414,14.836,8.021,29.062,-1.0,1.09,-1.0,44.56,7.89,66.25,-0.0,-0.0,-0.0,10.23,6.61,14.68,0.041,0.017,0.075,680.0,588.0,767.0
em01_215090_020_ML00049_002_c010,1eRASS J141507.1-002905,213.77997968113607,-0.48480908767011605,8.039825,24.294643,159.9,0.1402,4.0E-4,0.812,0.644,0.991,129.8,103.0,158.4,30.337,25.304,36.866,78.495,62.424,95.825,43.36,34.348,52.913,-1.0,17.63,-1.0,183.77,162.86,203.4,-0.0,-0.0,-0.0,23.6,19.26,27.02,0.078,0.064,0.096,898.0,839.0,939.0
em01_214129_020_ML00005_002_c010,1eRASS J141507.6-392653,213.78182123820756,-39.4481399925208,121.18438,571.7072,169.0,0.1942,0.0048,2.445,2.274,2.62,413.2,384.4,442.9,160.858,149.708,172.439,229.98,215.573,246.066,302.555,279.023,326.798,4.57,3.45,7.24,571.47,523.28,611.42,2586.75,1929.01,4104.93,70.3,63.97,75.61,0.081,0.072,0.09,1268.0,1229.0,1299.0
em01_213081_020_ML00076_002_c010,1eRASS J141510.9+085340,213.7955715865546,8.894559293352245,4.1012115,28.189817,158.2,0.0835,6.0E-4,0.122,0.077,0.185,19.3,12.2,29.3,11.267,7.203,16.708,11.299,7.217,17.066,2.142,1.344,3.229,1.59,1.17,11.55,0.86,0.08,3.78,3.05,0.59,17.1,2.32,1.66,3.18,0.004,0.001,0.015,422.0,378.0,469.0
em01_215102_020_ML00079_002_c010,1eRASS J141520.3-120724,213.8346741231239,-12.123516205192375,7.0332065,29.13203,165.3,0.257,0.0081,0.178,0.115,0.246,29.4,19.0,40.6,10.324,6.916,14.354,16.794,10.876,23.439,37.085,23.549,50.656,-1.0,6.28,-1.0,115.68,67.4,143.83,-0.0,-0.0,-0.0,14.92,11.36,19.26,0.073,0.041,0.106,739.0,675.0,805.0
em01_214105_020_ML00291_002_c010,1eRASS J141525.6-150102,213.85675890282246,-15.017331111023388,3.3175635,9.550185,166.5,0.203,0.0071,0.072,0.036,0.138,12.0,6.0,23.0,-1.0,-1.0,10.657,-1.0,-1.0,11.377,-1.0,-1.0,22.318,-1.0,-1.0,-1.0,-1.0,-1.0,24.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_212114_020_ML00059_002_c010,1eRASS J141541.9-231534,213.92485935608934,-23.259689995734206,9.119989,30.842535,169.9,0.2475,0.0058,0.233,0.181,0.291,39.5,30.7,49.4,19.064,14.904,23.263,22.267,17.231,27.71,43.128,33.212,54.382,-1.0,6.72,-1.0,99.54,65.4,134.45,-0.0,-0.0,-0.0,16.48,13.63,19.78,0.059,0.035,0.086,767.0,720.0,815.0
em01_215090_020_ML00009_002_c010,1eRASS J141547.1+001530,213.9466289584371,0.25842459189071665,71.116165,125.400604,159.3,0.1265,4.0E-4,1.268,1.151,1.405,202.0,183.3,223.8,84.705,76.974,92.311,118.653,107.893,131.061,55.022,50.045,61.02,2.5,1.88,8.05,175.1,151.08,195.58,460.47,314.53,1349.18,25.94,23.84,28.94,0.066,0.055,0.076,931.0,905.0,966.0
em01_214105_020_ML00008_002_c010,1eRASS J141558.2-144643,213.99280764522737,-14.778801776413015,66.136765,268.2652,164.7,0.202,2.0E-4,1.191,1.08,1.317,196.2,177.8,216.8,76.257,68.58,83.183,109.899,99.554,120.458,157.721,141.751,175.062,2.71,1.97,4.31,357.77,318.69,393.25,998.63,683.87,1537.71,47.9,43.86,53.69,0.074,0.063,0.085,1113.0,1080.0,1156.0
em01_215096_020_ML00096_002_c010,1eRASS J141626.2-061924,214.10929822798306,-6.323400395089272,8.087299,23.699581,162.7,0.5265,0.0074,0.328,0.266,0.397,53.3,43.2,64.6,12.042,9.152,15.956,30.583,24.9,36.837,316.609,252.971,398.209,-1.0,2.51,-1.0,596.42,524.74,673.12,-0.0,-0.0,-0.0,49.14,41.44,61.18,0.118,0.094,0.148,992.0,937.0,1067.0
em01_214105_020_ML00047_002_c010,1eRASS J141635.8-153602,214.14928892591635,-15.600735153527069,22.047943,44.19733,164.9,0.2154,0.0052,0.298,0.22,0.376,49.1,36.3,62.1,18.784,15.232,23.199,23.913,17.809,30.216,44.1,32.46,55.435,1.09,0.79,1.25,100.55,38.55,133.0,94.86,47.08,146.35,18.95,15.47,24.0,0.049,0.024,0.075,813.0,760.0,880.0
em01_216114_020_ML00224_002_c010,1eRASS J141636.2-241035,214.15095979054973,-24.176618157076117,6.2279243,22.183668,169.2,0.7272,0.0166,0.168,0.121,0.226,28.4,20.6,38.2,11.238,8.353,14.968,15.199,11.09,20.445,393.626,273.895,557.953,-1.0,1.68,-1.0,358.31,178.82,495.84,-0.0,-0.0,-0.0,34.48,27.88,47.0,0.095,0.051,0.15,814.0,758.0,902.0
em01_216114_020_ML00266_002_c010,1eRASS J141637.0-234622,214.15441168387107,-23.77278373508173,3.3532043,8.497517,166.8,0.232,0.0059,0.087,0.041,0.133,14.5,6.9,22.2,-1.0,-1.0,9.062,-1.0,-1.0,12.064,-1.0,-1.0,25.321,-1.0,-1.0,-1.0,-1.0,-1.0,74.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_215102_020_ML00044_002_c010,1eRASS J141637.5-113159,214.15650685281489,-11.533256888412073,7.002982,43.105877,166.7,0.1062,0.0091,0.19,0.137,0.311,31.6,22.9,51.8,14.642,10.63,24.091,14.713,10.643,24.136,5.94,4.247,9.567,0.7,0.48,0.87,1.66,0.2,6.59,1.15,0.38,4.02,5.01,3.94,7.17,0.003,0.001,0.012,542.0,500.0,611.0
eb01_215078_020_ML00077_002_c010,1eRASS J141651.1+114223,214.212922447756,11.706489089755253,5.519241,26.92689,162.3,0.338,0.0276,0.162,0.106,0.25,26.3,17.1,40.6,14.359,9.636,20.96,15.079,10.005,23.506,56.39,37.099,87.508,-1.0,1.55,-1.0,37.15,3.75,96.25,-0.0,-0.0,-0.0,16.09,11.06,22.8,0.024,0.009,0.065,736.0,649.0,826.0
em01_214123_020_ML00318_002_c010,1eRASS J141653.7-322130,214.22383909301075,-32.35854440101293,4.875401,7.339216,172.2,0.1016,6.0E-4,0.056,0.01,0.224,9.6,1.7,38.5,-1.0,-1.0,14.583,-1.0,-1.0,17.986,-1.0,-1.0,8.643,-1.0,-1.0,-1.0,-1.0,-1.0,14.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_215117_020_ML00022_002_c010,1eRASS J141656.0-255017,214.23363037145174,-25.83817797948353,7.2468443,33.504097,138.7,0.1669,0.0048,0.396,0.298,0.534,55.0,41.4,74.0,34.782,26.111,49.275,37.903,28.788,51.445,31.903,24.065,43.053,-1.0,10.05,-1.0,61.56,31.11,92.02,-0.0,-0.0,-0.0,16.05,13.15,20.07,0.036,0.019,0.059,782.0,732.0,843.0
em01_213126_020_ML00072_002_c010,1eRASS J141656.8-350203,214.23682333671334,-35.034251426175615,5.576549,22.957283,170.7,0.4514,0.0098,0.12,0.074,0.276,20.5,12.5,47.1,10.705,6.717,24.878,11.21,6.768,25.164,88.748,52.935,203.744,-1.0,2.12,-1.0,12.64,1.26,100.14,-0.0,-0.0,-0.0,19.81,12.81,32.63,0.009,0.002,0.052,755.0,653.0,891.0
em01_214105_020_ML00265_002_c010,1eRASS J141657.1-140137,214.23818125217832,-14.027048569306697,4.484039,11.603145,164.6,0.6761,0.0385,0.076,0.04,0.211,12.6,6.6,34.7,6.68,3.605,18.845,7.145,3.734,18.845,140.002,73.604,394.105,-1.0,4.37,-1.0,47.78,4.13,149.64,-0.0,-0.0,-0.0,20.27,12.43,33.1,0.025,0.008,0.08,696.0,591.0,819.0
em01_215096_020_ML00049_002_c010,1eRASS J141702.7-052758,214.2613785393435,-5.466252935620947,17.579664,40.844677,159.9,0.2586,0.0062,0.255,0.202,0.325,40.8,32.3,51.9,20.694,16.341,25.98,23.593,18.508,29.678,48.146,37.722,60.493,-1.0,1.22,-1.0,88.92,53.24,133.31,-0.0,-0.0,-0.0,17.62,14.96,22.18,0.051,0.031,0.078,781.0,740.0,843.0
em01_214123_020_ML00039_002_c010,1eRASS J141705.4-320549,214.27262059942163,-32.09716116207243,14.6163845,40.82941,174.0,0.7881,0.0104,0.253,0.205,0.302,44.1,35.6,52.5,13.78,10.846,17.299,23.805,19.41,28.301,634.153,502.117,788.654,-1.0,4.59,-1.0,682.0,561.83,800.58,-0.0,-0.0,-0.0,55.47,45.12,65.05,0.123,0.096,0.162,931.0,869.0,982.0
em01_213081_020_ML00354_002_c010,1eRASS J141711.4+081629,214.2976309162754,8.274802994927361,9.171385,5.8992577,154.4,0.0574,4.0E-4,0.106,0.041,0.249,16.3,6.4,38.4,-1.0,-1.0,19.348,-1.0,-1.0,20.678,-1.0,-1.0,2.36,-1.0,-1.0,-1.0,-1.0,-1.0,6.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_214105_020_ML00123_002_c010,1eRASS J141716.9-151441,214.3207196431966,-15.244895239954898,3.8163095,12.819338,164.5,0.481,0.0162,0.185,0.07,4.192,30.5,11.5,689.3,-1.0,-1.0,350.446,-1.0,-1.0,350.446,-1.0,-1.0,4403.665,-1.0,-1.0,-1.0,-1.0,-1.0,169.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_214120_020_ML00598_002_c010,1eRASS J141720.0-311244,214.33355180493413,-31.21249336847027,3.2388253,5.229253,168.5,0.1116,0.008,0.074,0.034,0.122,12.5,5.8,20.6,-1.0,-1.0,10.787,-1.0,-1.0,11.433,-1.0,-1.0,4.273,-1.0,-1.0,-1.0,-1.0,-1.0,15.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_216114_020_ML00110_002_c010,1eRASS J141724.5-250334,214.35220189133673,-25.059603896752808,4.023284,16.3625,148.8,0.1822,0.0064,0.337,0.17,0.495,50.1,25.3,73.7,13.33,9.402,17.834,30.392,14.545,44.061,35.479,18.173,52.776,-1.0,0.85,-1.0,111.75,62.93,133.56,-0.0,-0.0,-0.0,17.04,11.15,24.56,0.059,0.034,0.101,794.0,689.0,897.0
em01_216114_020_ML00042_002_c010,1eRASS J141727.4-223644,214.36429526551893,-22.61236196102804,8.511622,38.043766,167.0,1.0334,0.0223,0.134,0.094,0.186,22.3,15.7,31.1,10.885,7.652,14.842,12.27,8.594,16.874,722.654,486.89,1102.13,3.16,2.0,18.49,297.0,73.09,490.56,1154.84,362.57,5466.99,36.07,24.65,47.13,0.077,0.031,0.151,733.0,645.0,801.0
em01_215117_020_ML00046_002_c010,1eRASS J141730.4-255818,214.3768495103277,-25.971720932805788,5.337225,33.686974,137.4,0.1705,0.0049,0.168,0.118,0.263,23.0,16.2,36.1,15.528,10.813,22.979,15.958,11.119,24.562,14.512,10.26,22.8,-1.0,3.75,-1.0,14.91,2.13,37.89,-0.0,-0.0,-0.0,8.94,5.16,11.1,0.021,0.007,0.051,643.0,535.0,691.0
eb01_215078_020_ML00009_002_c010,1eRASS J141732.2+111701,214.3844906897129,11.283815824392052,20.965332,179.54303,161.6,0.3323,4.0E-4,0.721,0.636,0.812,116.5,102.8,131.3,57.866,51.117,65.585,69.622,61.556,78.268,233.177,205.142,264.09,-1.0,10.06,-1.0,336.99,247.64,417.51,-0.0,-0.0,-0.0,53.75,48.16,59.36,0.063,0.044,0.08,1102.0,1063.0,1139.0
em01_213126_020_ML00357_002_c010,1eRASS J141732.4-354400,214.3850330172028,-35.7335087506483,3.6808095,7.913233,165.2,0.4175,0.0117,0.143,0.044,2.165,23.6,7.3,357.8,-1.0,-1.0,187.204,-1.0,-1.0,190.89,-1.0,-1.0,1366.057,-1.0,-1.0,-1.0,-1.0,-1.0,123.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_215087_020_ML00050_002_c010,1eRASS J141736.6+020342,214.40272604704447,2.0618658794568643,11.07914,28.545338,160.5,0.0537,5.0E-4,2.247,1.901,2.647,360.6,305.1,424.9,87.292,77.309,98.146,196.824,166.213,231.308,15.795,13.32,18.594,1.22,1.06,1.5,80.63,73.49,87.88,100.32,84.45,123.48,13.95,12.78,16.1,0.057,0.049,0.065,775.0,753.0,813.0
em01_213081_020_ML00025_002_c010,1eRASS J141738.5+081041,214.4107396357558,8.178284588399766,33.60367,55.6367,157.2,0.0574,3.0E-4,2.613,2.32,2.902,410.8,364.7,456.2,162.756,149.308,179.098,240.755,215.247,266.668,21.465,19.132,23.824,1.78,1.34,4.31,97.68,86.93,106.99,190.03,127.16,418.89,16.23,14.99,17.87,0.06,0.052,0.068,814.0,793.0,841.0
em01_213099_020_ML00057_002_c010,1eRASS J141743.3-092940,214.43052184484299,-9.49457129945945,7.336974,29.309254,162.3,0.4976,0.0082,0.279,0.217,0.349,45.2,35.3,56.7,15.807,12.505,19.883,24.612,19.424,30.645,263.31,197.582,337.112,-1.0,1.21,-1.0,406.39,305.83,484.44,-0.0,-0.0,-0.0,42.02,35.5,50.8,0.092,0.067,0.121,952.0,900.0,1015.0
