DETUID,NAME,RA,DEC,EXT_LIKE,DET_LIKE_0,EXP,BEST_Z,BEST_ZERR,CR500,CR500_L,CR500_H,CTS500,CTS500_L,CTS500_H,F300kpc,F300kpc_L,F300kpc_H,F500,F500_L,F500_H,L500,L500_L,L500_H,KT,KT_L,KT_H,MGAS500,MGAS500_L,MGAS500_H,YX500,YX500_L,YX500_H,M500,M500_L,M500_H,FGAS500,FGAS500_L,FGAS500_H,R500,R500_L,R500_H
em01_212102_020_ML00696_002_c010,1eRASS J140526.7-123524,211.36131930516942,-12.590009616047297,3.572461,5.5173364,150.3,0.7112,0.0312,0.013,0.0,0.073,2.0,0.0,11.0,-1.0,-1.0,5.078,-1.0,-1.0,6.495,-1.0,-1.0,213.941,-1.0,-1.0,-1.0,-1.0,-1.0,178.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_212111_020_ML00064_002_c010,1eRASS J140529.9-194523,211.37470567233913,-19.756461587925433,4.3879232,10.0976715,166.4,0.1375,2.0E-4,0.481,0.374,0.596,80.1,62.3,99.2,23.946,18.124,31.643,46.107,35.965,57.146,26.697,20.858,32.918,-1.0,7.74,-1.0,115.28,94.74,133.18,-0.0,-0.0,-0.0,14.54,12.02,17.59,0.078,0.06,0.098,765.0,718.0,815.0
em01_212117_020_ML00214_002_c010,1eRASS J140530.5-275459,211.37724925917894,-27.916544125609242,3.1653817,10.7494955,170.9,0.1492,0.0045,0.061,0.029,0.148,10.5,4.9,25.3,-1.0,-1.0,10.519,-1.0,-1.0,13.605,-1.0,-1.0,9.506,-1.0,-1.0,-1.0,-1.0,-1.0,13.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_214174_020_ML00276_002_c010,1eRASS J140534.2-850242,211.3925065405727,-85.04516507613369,3.1086245,12.065439,249.3,0.3395,0.0103,0.041,0.021,0.121,10.2,5.3,30.1,3.408,1.728,10.841,3.585,1.816,10.889,18.882,9.943,65.935,-1.0,0.58,-1.0,9.53,0.69,38.99,-0.0,-0.0,-0.0,8.34,4.87,15.34,0.014,0.003,0.049,591.0,494.0,724.0
eb01_211075_020_ML00019_002_c010,1eRASS J140539.5+140729,211.41496901360546,14.124966454090485,20.599411,156.25746,158.7,0.2115,4.0E-4,0.552,0.461,0.648,87.5,73.1,102.8,46.037,39.962,53.67,52.345,43.995,61.296,67.187,55.828,79.539,-1.0,2.23,-1.0,117.78,60.58,167.69,-0.0,-0.0,-0.0,26.16,22.15,30.22,0.045,0.023,0.066,906.0,857.0,951.0
eb01_211075_020_ML00122_002_c010,1eRASS J140542.5+135834,211.42715048669012,13.976368998440643,6.176196,22.104116,156.9,0.2976,4.0E-4,0.184,0.125,0.244,28.9,19.6,38.2,9.853,6.83,13.448,17.095,11.52,22.319,48.031,32.859,63.898,-1.0,1.19,-1.0,137.06,96.17,168.18,-0.0,-0.0,-0.0,16.11,11.79,20.91,0.083,0.054,0.12,747.0,673.0,815.0
em01_211105_020_ML00007_002_c010,1eRASS J140548.6-133353,211.45289019159793,-13.56484060988034,18.624092,71.89515,160.1,0.101,2.0E-4,1.209,1.058,1.374,193.6,169.3,220.0,65.679,58.06,74.669,108.413,94.232,124.326,36.935,32.159,41.985,1.38,1.2,3.05,143.84,126.6,159.45,210.4,165.22,448.83,22.11,20.03,24.25,0.065,0.056,0.075,890.0,861.0,918.0
em01_212102_020_ML00008_002_c010,1eRASS J140549.4-114935,211.45591515030816,-11.826606956938914,54.57829,183.4978,143.9,0.2541,0.0061,1.066,0.937,1.199,153.4,134.9,172.6,64.915,57.046,73.732,100.347,88.663,112.997,193.52,169.414,219.815,-1.0,2.82,-1.0,451.75,384.59,507.97,-0.0,-0.0,-0.0,56.9,50.92,62.55,0.079,0.066,0.093,1156.0,1114.0,1194.0
em01_210081_020_ML00050_002_c010,1eRASS J140553.6+093459,211.4737460549309,9.583186273356713,15.057957,29.3991,153.7,0.393,0.002,0.282,0.219,0.347,43.3,33.6,53.3,19.087,15.152,24.02,26.582,20.682,32.58,137.563,105.216,171.984,-1.0,2.56,-1.0,251.72,171.94,326.01,-0.0,-0.0,-0.0,31.49,26.5,39.1,0.079,0.052,0.109,901.0,851.0,969.0
em01_210099_020_ML00048_002_c010,1eRASS J140558.7-091103,211.4947558676419,-9.184169988526714,13.635544,43.80666,155.6,0.2079,0.0052,0.326,0.257,0.403,50.7,39.9,62.7,21.136,17.103,25.688,30.881,24.419,38.325,41.562,32.617,51.605,-1.0,3.44,-1.0,127.26,100.71,148.62,-0.0,-0.0,-0.0,16.59,14.15,20.17,0.074,0.055,0.095,780.0,739.0,832.0
em01_212087_020_ML00069_002_c010,1eRASS J140559.3+013843,211.49722050484968,1.6454252863965073,13.057147,25.757418,154.1,0.1804,0.0011,0.287,0.227,0.365,44.3,35.0,56.2,21.777,17.423,27.018,27.187,21.627,34.309,26.161,20.436,33.318,-1.0,2.18,-1.0,82.78,56.81,104.77,-0.0,-0.0,-0.0,13.57,10.46,16.16,0.061,0.042,0.084,736.0,675.0,781.0
em01_212096_020_ML00078_002_c010,1eRASS J140606.4-061226,211.52693028982796,-6.207484387006641,3.965443,25.560204,154.9,0.252,0.0071,0.396,0.283,0.556,61.4,43.9,86.0,17.482,13.164,27.405,35.767,24.751,50.846,73.687,53.132,104.862,-1.0,0.85,-1.0,171.05,131.44,201.06,-0.0,-0.0,-0.0,25.69,18.58,32.96,0.064,0.045,0.089,888.0,797.0,965.0
em01_212084_020_ML00231_002_c010,1eRASS J140607.6+063805,211.53198761191038,6.634750947300509,4.2792487,9.459523,151.1,0.1133,0.0014,0.086,0.051,0.151,13.0,7.6,22.8,8.016,4.741,13.22,8.121,4.753,14.191,2.868,1.688,5.022,-1.0,1.9,-1.0,2.8,0.34,11.09,-0.0,-0.0,-0.0,2.92,1.98,4.37,0.011,0.003,0.041,452.0,397.0,516.0
em01_212102_020_ML00020_002_c010,1eRASS J140608.1-120711,211.53412794005408,-12.119746957654717,21.70135,65.51523,149.5,0.2474,0.0059,0.518,0.436,0.596,77.5,65.1,89.1,34.076,29.088,39.742,48.999,41.038,56.342,97.772,80.856,113.065,5.01,2.57,11.27,241.72,197.19,281.79,1249.01,622.59,2664.48,33.4,27.89,38.04,0.073,0.057,0.092,971.0,914.0,1014.0
em01_212084_020_ML00116_002_c010,1eRASS J140615.3+061532,211.56408434554223,6.258891492247192,4.647031,21.596478,152.9,0.0843,7.0E-4,0.395,0.302,0.503,60.5,46.2,76.9,32.171,25.692,39.737,37.881,28.852,48.224,7.08,5.419,9.021,-1.0,4.26,-1.0,32.67,22.69,40.98,-0.0,-0.0,-0.0,6.28,5.0,8.06,0.05,0.034,0.07,588.0,545.0,639.0
em01_210099_020_ML00330_002_c010,1eRASS J140647.7-083606,211.69898171993304,-8.601731638688031,4.506526,6.6639967,155.5,0.4793,0.0122,0.081,0.034,0.519,12.6,5.3,80.7,-1.0,-1.0,53.343,-1.0,-1.0,53.739,-1.0,-1.0,2324.478,-1.0,-1.0,-1.0,-1.0,-1.0,237.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_212087_020_ML00123_002_c010,1eRASS J140651.3+041136,211.71397167266693,4.193476319559862,6.703427,13.744329,155.3,0.388,4.0E-4,0.106,0.062,0.162,16.5,9.7,25.1,8.317,5.067,12.249,9.962,5.793,15.018,51.001,29.922,79.478,-1.0,1.95,-1.0,86.61,11.03,142.31,-0.0,-0.0,-0.0,15.64,10.61,21.92,0.053,0.02,0.106,715.0,628.0,800.0
em01_212117_020_ML00010_002_c010,1eRASS J140651.5-262413,211.71488803286607,-26.4037146364241,24.406662,130.94434,168.9,0.3802,0.0098,0.708,0.618,0.807,119.6,104.3,136.3,43.537,37.768,49.717,65.597,57.42,74.369,345.307,298.799,396.819,3.25,2.34,6.44,579.35,479.49,657.57,1953.1,1243.89,3739.48,68.58,60.45,75.94,0.084,0.067,0.103,1174.0,1125.0,1214.0
em01_211105_020_ML00297_002_c010,1eRASS J140703.8-144639,211.76592105797874,-14.77766324998868,3.1253836,9.8405,162.0,1.135,0.0122,0.061,0.03,0.112,9.9,4.9,18.1,-1.0,-1.0,8.402,-1.0,-1.0,10.114,-1.0,-1.0,856.79,-1.0,-1.0,-1.0,-1.0,-1.0,352.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
eb01_212078_020_ML00008_002_c010,1eRASS J140705.2+104806,211.77190553729886,10.801866178446264,21.549026,156.4423,153.3,0.8484,0.0083,0.548,0.475,0.629,84.0,72.8,96.4,44.135,37.597,51.19,52.511,45.446,59.832,1406.553,1198.924,1641.267,-1.0,6.58,-1.0,738.04,437.57,1019.08,-0.0,-0.0,-0.0,90.23,82.91,102.0,0.08,0.048,0.112,1069.0,1039.0,1113.0
em01_212090_020_ML00020_002_c010,1eRASS J140707.1-001450,211.77958454237734,-0.24738326869129143,11.702974,46.686733,153.6,0.5565,0.0013,0.465,0.376,0.575,71.5,57.8,88.4,20.132,15.101,27.454,41.953,34.324,52.101,558.732,444.256,729.822,1.89,1.46,5.37,823.52,711.0,932.91,1658.15,1166.06,4264.83,72.03,60.96,83.69,0.114,0.094,0.139,1114.0,1053.0,1171.0
em01_211108_020_ML00013_002_c010,1eRASS J140711.3-184224,211.79734898335224,-18.706756668622457,34.878727,102.76336,165.7,0.3252,0.0089,0.529,0.456,0.617,87.7,75.6,102.2,36.271,30.946,42.005,48.714,42.15,56.954,203.13,173.397,237.907,-1.0,1.8,-1.0,359.75,276.84,426.55,-0.0,-0.0,-0.0,48.82,41.56,55.36,0.073,0.055,0.092,1070.0,1014.0,1116.0
em01_211105_020_ML00196_002_c010,1eRASS J140718.7-161841,211.828161682984,-16.311538093267252,4.2297597,11.527275,162.7,0.281,0.0076,0.173,0.126,0.227,28.2,20.5,36.9,9.922,7.24,12.85,16.105,11.681,21.054,48.736,34.436,63.883,-1.0,1.67,-1.0,145.54,102.24,178.01,-0.0,-0.0,-0.0,16.95,12.19,21.95,0.081,0.054,0.12,765.0,685.0,834.0
em01_212111_020_ML00005_002_c010,1eRASS J140724.1-210908,211.850541498886,-21.15225410134812,35.05237,141.58073,165.7,0.2015,0.0049,0.913,0.8,1.035,151.4,132.6,171.6,61.888,55.237,69.747,86.633,75.844,97.78,109.664,96.265,125.428,8.87,3.65,15.19,280.53,234.63,317.11,2440.52,1171.94,4218.81,39.23,35.29,45.84,0.069,0.057,0.083,1041.0,1005.0,1097.0
em01_212087_020_ML00504_002_c010,1eRASS J140724.2+014455,211.85095237473172,1.7486443380241197,3.9779925,5.8308096,151.2,0.4588,4.0E-4,0.06,0.028,0.159,9.1,4.3,24.0,-1.0,-1.0,13.999,-1.0,-1.0,14.474,-1.0,-1.0,118.243,-1.0,-1.0,-1.0,-1.0,-1.0,71.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_212087_020_ML00281_002_c010,1eRASS J140727.1+021802,211.86327759011428,2.3006067638252135,4.6268587,7.109291,154.4,0.3065,4.0E-4,0.167,0.122,0.219,25.7,18.8,33.8,8.36,5.718,11.574,15.939,11.603,20.974,46.351,34.087,61.434,-1.0,7.84,-1.0,140.57,113.94,170.53,-0.0,-0.0,-0.0,15.39,12.0,19.34,0.091,0.068,0.127,734.0,675.0,792.0
em01_212117_020_ML00001_002_c010,1eRASS J140729.6-270101,211.87366189175822,-27.017155453458155,610.27765,3172.3875,169.9,0.0219,8.0E-4,27.251,25.813,28.765,4630.5,4386.1,4887.8,1824.106,1781.162,1871.426,2411.426,2285.365,2551.157,32.909,31.162,34.803,1.55,1.47,1.66,115.53,108.0,123.53,179.84,164.21,196.54,23.01,21.28,25.17,0.05,0.045,0.056,925.0,901.0,953.0
em01_213126_020_ML00048_002_c010,1eRASS J140739.7-371708,211.91581901814953,-37.28560240097276,11.324765,24.901207,178.5,0.0377,8.0E-4,0.725,0.595,0.897,129.4,106.1,160.1,62.193,52.416,72.494,65.393,53.793,81.013,2.804,2.308,3.482,1.33,1.08,4.56,12.59,8.01,17.65,21.06,11.38,59.01,3.72,3.12,4.42,0.033,0.022,0.048,502.0,473.0,531.0
em01_212093_020_ML00142_002_c010,1eRASS J140755.3-041930,211.98069953654826,-4.3250472673644165,11.60309,34.11934,157.3,0.1423,0.0011,1.163,1.008,1.307,182.9,158.6,205.7,49.334,42.521,56.653,103.493,90.249,115.923,62.994,54.573,70.748,1.27,1.1,1.93,232.97,212.47,254.19,305.12,246.0,433.02,29.12,25.68,33.18,0.079,0.068,0.093,962.0,923.0,1005.0
em01_210141_020_ML00006_002_c010,1eRASS J140755.4-505938,211.98113458565228,-50.994148059510664,217.5819,626.0098,168.9,0.0966,-1.0,6.636,6.33,6.924,1121.0,1069.2,1169.5,367.951,352.294,386.563,667.748,638.664,698.343,242.036,230.238,254.05,-1.0,9.42,-1.0,649.28,618.35,684.82,-0.0,-0.0,-0.0,62.33,57.86,66.78,0.105,0.096,0.114,1259.0,1229.0,1289.0
em01_212084_020_ML00074_002_c010,1eRASS J140806.6+063335,212.02767245070092,6.559810681291261,11.629729,25.573162,153.8,0.1117,5.0E-4,0.491,0.389,0.616,75.5,59.7,94.7,34.053,27.96,40.095,45.442,36.629,57.1,15.856,12.533,19.904,-1.0,1.16,-1.0,67.94,50.52,82.46,-0.0,-0.0,-0.0,11.1,9.1,13.28,0.059,0.043,0.079,705.0,660.0,748.0
em01_213099_020_ML00005_002_c010,1eRASS J140808.8-090341,212.03676479686652,-9.06164533900144,29.824623,57.814796,145.9,0.0355,0.002,3.778,3.433,4.172,551.4,501.0,608.9,262.633,244.456,283.028,340.378,310.173,377.604,11.723,10.672,12.994,1.44,1.31,2.22,57.58,51.22,63.31,86.02,71.68,130.38,11.93,11.03,13.23,0.048,0.041,0.055,740.0,721.0,766.0
em01_212084_020_ML00029_002_c010,1eRASS J140810.3+052358,212.04299267043484,5.399698661041159,31.812712,38.78064,156.6,0.0877,6.0E-4,1.841,1.648,2.082,288.2,258.1,326.0,67.44,59.572,77.819,172.65,154.534,193.57,35.719,31.854,40.401,-1.0,1.61,-1.0,157.75,148.37,168.0,-0.0,-0.0,-0.0,21.89,19.59,24.23,0.073,0.064,0.082,891.0,859.0,922.0
em01_211108_020_ML00076_002_c010,1eRASS J140831.0-174647,212.12951863048065,-17.779788778818425,4.617472,26.716455,167.0,0.2561,0.0077,0.23,0.174,0.295,38.4,29.0,49.3,14.047,11.015,17.849,21.693,16.336,27.98,51.214,38.269,64.765,-1.0,2.72,-1.0,144.73,108.23,173.64,-0.0,-0.0,-0.0,18.43,14.4,22.15,0.078,0.058,0.11,794.0,731.0,844.0
em01_212117_020_ML00032_002_c010,1eRASS J140831.2-282135,212.13036064767337,-28.359816371688687,15.29188,63.236366,171.9,0.17,0.0053,0.39,0.317,0.469,67.1,54.5,80.7,31.621,26.887,37.17,36.684,30.095,44.168,29.87,24.071,36.016,-1.0,2.6,-1.0,77.01,40.95,105.27,-0.0,-0.0,-0.0,16.17,13.84,19.36,0.044,0.025,0.066,783.0,744.0,832.0
em01_213081_020_ML00088_002_c010,1eRASS J140833.2+080832,212.1384056283737,8.142420408457948,5.6543097,14.318567,151.6,0.1184,0.0115,0.357,0.276,0.459,54.1,41.9,69.6,23.562,19.077,29.439,33.75,26.155,43.113,12.796,9.954,16.636,-1.0,2.56,-1.0,57.36,45.6,68.62,-0.0,-0.0,-0.0,8.55,6.73,10.07,0.068,0.05,0.091,645.0,595.0,681.0
em01_212102_020_ML00187_002_c010,1eRASS J140836.5-130945,212.15217483841047,-13.162555307083831,4.512643,7.0946803,161.0,0.1752,0.0064,0.096,0.0,0.21,15.5,0.1,33.9,-1.0,-1.0,7.82,-1.0,-1.0,19.19,-1.0,-1.0,20.613,-1.0,-1.0,-1.0,-1.0,-1.0,75.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_212114_020_ML00070_002_c010,1eRASS J140912.9-252713,212.30378140924924,-25.4536765018788,9.247574,29.485006,170.9,0.168,0.0044,0.216,0.148,0.299,36.8,25.3,51.1,16.561,12.092,21.398,20.431,13.99,28.092,18.133,12.445,25.223,-1.0,2.91,-1.0,60.3,28.43,82.55,-0.0,-0.0,-0.0,10.62,7.59,13.85,0.054,0.026,0.091,681.0,609.0,745.0
em01_212117_020_ML00363_002_c010,1eRASS J140922.0-260748,212.34202512055347,-26.13025064854804,3.2580574,5.9814143,168.0,0.1169,0.0066,0.017,0.0,0.106,2.9,0.0,17.7,-1.0,-1.0,7.02,-1.0,-1.0,9.733,-1.0,-1.0,5.205,-1.0,-1.0,-1.0,-1.0,-1.0,17.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_212093_020_ML00102_002_c010,1eRASS J140924.5-035250,212.35220494184858,-3.8807552952315962,6.247922,10.234447,155.5,0.1884,4.0E-4,0.232,0.165,0.305,36.1,25.6,47.4,10.942,7.943,14.392,21.401,15.045,27.956,23.733,16.692,31.116,-1.0,1.16,-1.0,86.3,69.39,103.18,-0.0,-0.0,-0.0,11.19,8.45,15.37,0.076,0.052,0.105,689.0,627.0,765.0
em01_212102_020_ML00038_002_c010,1eRASS J140945.0-115846,212.4376858046901,-11.979638937505033,13.31196,32.523964,161.9,0.1121,0.0086,0.289,0.228,0.352,46.7,36.9,57.0,24.439,19.734,29.258,25.274,20.05,30.393,10.014,7.876,12.137,-1.0,0.99,-1.0,20.51,11.93,31.08,-0.0,-0.0,-0.0,7.34,6.11,9.11,0.029,0.015,0.044,614.0,578.0,660.0
em01_212102_020_ML00055_002_c010,1eRASS J140945.2-130101,212.43866883868026,-13.017036833187017,6.4897676,15.136089,161.2,0.9873,0.0172,0.152,0.111,0.197,24.6,17.8,31.8,7.068,4.645,10.03,14.305,10.383,18.663,643.752,461.237,838.718,-1.0,7.17,-1.0,596.15,467.98,724.66,-0.0,-0.0,-0.0,42.01,32.33,52.2,0.14,0.1,0.195,785.0,719.0,843.0
em01_212117_020_ML00031_002_c010,1eRASS J140959.4-282246,212.49779953038694,-28.379613235067215,21.843624,61.884373,172.0,0.3736,0.0097,0.289,0.242,0.344,49.7,41.6,59.1,24.903,20.88,29.483,27.591,22.99,32.891,129.754,108.441,155.366,-1.0,7.23,-1.0,152.47,89.04,233.22,-0.0,-0.0,-0.0,32.47,27.37,37.97,0.048,0.027,0.076,917.0,866.0,966.0
em01_212093_020_ML00052_002_c010,1eRASS J140959.6-013230,212.49858658034077,-1.5416748097916717,6.9589334,18.606472,157.6,0.115,5.0E-4,0.393,0.306,0.494,61.9,48.2,77.8,24.333,19.315,29.106,35.918,28.036,45.023,14.761,11.516,18.595,1.67,1.46,4.72,65.94,52.25,76.14,121.62,85.46,294.33,9.86,8.14,12.4,0.064,0.047,0.084,677.0,635.0,731.0
em01_212096_020_ML00669_002_c010,1eRASS J141024.2-053032,212.60114688936238,-5.509111145596501,5.2687,6.9934707,155.9,0.21,0.0052,0.289,0.207,0.392,45.1,32.3,61.1,14.424,10.568,19.616,23.759,17.179,31.713,39.651,28.292,54.506,0.35,0.27,0.62,126.42,92.26,160.85,47.34,29.84,79.55,16.27,12.76,21.72,0.076,0.049,0.11,774.0,714.0,852.0
em01_212084_020_ML00060_002_c010,1eRASS J141030.5+051749,212.6274353447925,5.2972111531949375,10.579471,33.89269,156.4,0.541,0.001,0.209,0.153,0.275,32.7,23.9,42.9,15.842,11.776,19.984,19.162,14.341,25.318,218.52,155.657,297.616,2.34,1.52,10.05,236.82,76.22,351.9,595.42,211.66,2181.98,33.4,25.87,44.93,0.063,0.027,0.108,867.0,797.0,957.0
em01_212132_020_ML00004_002_c010,1eRASS J141030.8-424659,212.62842581305898,-42.78330588256708,202.19011,681.4051,163.1,0.049,-1.0,10.812,10.373,11.238,1763.5,1691.9,1832.9,701.686,676.751,727.558,1010.322,971.057,1047.899,71.215,68.328,74.054,3.69,2.88,5.0,220.26,211.41,229.19,801.42,614.71,1095.76,31.8,29.76,34.33,0.069,0.064,0.075,1022.0,1000.0,1048.0
em01_212111_020_ML00142_002_c010,1eRASS J141053.2-195816,212.72194219934678,-19.971306108161603,13.619883,15.235362,167.6,0.1354,0.0046,0.711,0.597,0.839,119.3,100.1,140.7,36.542,30.975,42.852,66.31,55.835,77.098,38.731,32.41,45.794,-1.0,1.49,-1.0,152.74,134.02,170.47,-0.0,-0.0,-0.0,20.63,17.99,24.23,0.073,0.06,0.087,860.0,822.0,907.0
em01_212087_020_ML00052_002_c010,1eRASS J141055.8+013800,212.73286856964324,1.6335449452642863,6.8903894,31.285025,157.0,0.1779,3.0E-4,0.447,0.343,0.552,70.1,53.8,86.6,22.645,18.008,28.034,42.19,32.182,51.738,39.797,30.463,49.378,-1.0,1.95,-1.0,145.77,120.71,167.86,-0.0,-0.0,-0.0,19.05,14.86,22.89,0.076,0.059,0.099,825.0,760.0,877.0
em01_212102_020_ML00036_002_c010,1eRASS J141103.1-123721,212.7630944314393,-12.622563176187688,4.4414234,44.151375,161.7,0.2563,0.008,0.175,0.111,0.59,28.3,17.9,95.5,14.123,9.203,49.374,14.562,9.25,49.546,39.355,24.709,132.9,1.24,0.81,1.6,4.99,0.63,31.85,7.75,1.99,38.46,15.61,8.74,26.61,0.005,0.001,0.023,751.0,619.0,897.0
em01_212102_020_ML00074_002_c010,1eRASS J141110.8-110603,212.79528772636482,-11.100905593465392,6.965205,35.245564,161.4,0.6085,0.0195,0.143,0.094,0.298,23.1,15.2,48.1,12.649,8.575,27.638,13.347,8.786,28.224,198.328,127.268,405.409,-1.0,4.17,-1.0,39.16,4.01,188.16,-0.0,-0.0,-0.0,28.42,17.87,41.56,0.017,0.005,0.069,800.0,685.0,908.0
em01_212111_020_ML00019_002_c010,1eRASS J141112.5-194508,212.80216833451172,-19.75222981996392,7.7184243,50.549538,167.8,0.3156,0.0071,0.244,0.195,0.297,40.9,32.7,49.9,19.271,15.68,23.388,20.641,16.422,25.367,92.95,74.203,114.668,1.23,0.94,2.01,86.96,41.22,153.43,118.71,53.26,217.39,24.15,18.8,29.75,0.036,0.018,0.065,850.0,781.0,911.0
em01_212096_020_ML00218_002_c010,1eRASS J141116.6-055436,212.81945311589385,-5.910172805745717,3.770816,11.375861,153.9,0.6454,0.0259,0.093,0.056,0.155,14.4,8.6,23.9,7.083,4.201,11.845,8.518,5.023,13.883,149.186,87.165,259.993,1.6,1.22,8.74,106.16,5.83,231.53,260.25,76.69,1087.08,20.57,13.98,32.89,0.05,0.018,0.112,708.0,622.0,828.0
em01_212084_020_ML00244_002_c010,1eRASS J141118.5+065902,212.82720709870785,6.984101645644641,3.4818366,10.316828,156.3,0.0964,0.0,0.142,0.047,0.328,22.2,7.4,51.2,-1.0,-1.0,19.173,-1.0,-1.0,30.755,-1.0,-1.0,7.702,-1.0,-1.0,-1.0,-1.0,-1.0,27.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_212090_020_ML00280_002_c010,1eRASS J141123.5-005810,212.84810209672602,-0.9696594385873898,3.816051,12.380654,159.0,1.2981,0.0438,0.084,0.051,0.123,13.3,8.2,19.6,4.843,2.751,7.774,7.615,4.708,11.112,707.217,410.705,1200.407,-1.0,1.61,-1.0,387.82,187.69,505.26,-0.0,-0.0,-0.0,25.76,20.17,41.23,0.129,0.069,0.211,593.0,546.0,693.0
em01_213081_020_ML00041_002_c010,1eRASS J141127.7+093706,212.86573695133401,9.618413801068959,9.127069,21.432276,156.7,0.1084,9.0E-4,0.527,0.394,0.663,82.5,61.8,103.8,37.72,30.861,44.899,47.447,35.728,59.734,15.622,11.766,19.741,1.37,1.14,2.33,58.1,33.2,73.53,82.35,47.41,138.66,11.06,8.77,13.59,0.05,0.03,0.072,705.0,653.0,755.0
em01_214108_020_ML00053_002_c010,1eRASS J141136.0-164703,212.9002324763736,-16.78438886259452,7.2801714,29.519514,164.7,0.2007,0.0073,0.143,0.099,0.319,23.6,16.3,52.5,13.388,9.177,29.543,13.439,9.2,29.987,17.998,12.288,39.192,-1.0,1.68,-1.0,4.04,0.48,16.29,-0.0,-0.0,-0.0,10.3,5.38,14.44,0.005,0.002,0.019,667.0,537.0,746.0
eb01_212078_020_ML00242_002_c010,1eRASS J141138.0+120406,212.9083840840245,12.068590823810608,3.84765,5.713054,149.5,0.5738,0.0154,0.055,0.008,0.158,8.2,1.2,23.6,-1.0,-1.0,11.231,-1.0,-1.0,13.784,-1.0,-1.0,258.25,-1.0,-1.0,-1.0,-1.0,-1.0,157.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_214123_020_ML00088_002_c010,1eRASS J141150.5-321136,212.96080836349407,-32.19337994510898,3.2871208,18.58873,161.2,0.1017,2.0E-4,0.263,0.194,0.333,42.4,31.2,53.7,21.867,16.633,27.346,24.537,18.347,30.95,7.614,5.612,9.609,-1.0,1.66,-1.0,30.16,19.99,38.93,-0.0,-0.0,-0.0,6.03,4.5,7.7,0.05,0.031,0.073,577.0,523.0,626.0
em01_214105_020_ML00351_002_c010,1eRASS J141155.1-140809,212.97961030275746,-14.135903546900035,5.5324545,8.22224,164.8,0.7539,0.0841,0.08,0.039,0.147,13.2,6.5,24.1,-1.0,-1.0,10.163,-1.0,-1.0,12.553,-1.0,-1.0,464.555,-1.0,-1.0,-1.0,-1.0,-1.0,287.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
em01_212117_020_ML00116_002_c010,1eRASS J141155.2-254156,212.98011244054695,-25.699031266080983,5.6976585,9.986612,170.2,0.3146,0.0079,0.178,0.132,0.228,30.3,22.4,38.8,7.385,4.897,10.589,16.532,12.191,21.076,58.43,43.343,75.941,-1.0,1.99,-1.0,158.71,125.94,186.38,-0.0,-0.0,-0.0,18.25,14.25,24.21,0.084,0.058,0.116,774.0,713.0,851.0
em01_214105_020_ML00210_002_c010,1eRASS J141206.7-144940,213.0282027885499,-14.827886888312342,5.1943574,13.139606,164.2,0.5293,0.009,0.097,0.06,0.152,15.9,9.9,24.9,8.186,4.991,12.472,8.968,5.599,14.264,103.263,64.337,172.107,-1.0,4.83,-1.0,84.89,8.02,173.88,-0.0,-0.0,-0.0,18.71,12.71,28.57,0.042,0.015,0.096,718.0,631.0,827.0
em01_214105_020_ML00140_002_c010,1eRASS J141209.4-154640,213.03955550493365,-15.77797100641585,5.4703956,14.430039,164.3,0.1178,0.0056,0.683,0.471,0.87,112.1,77.4,142.9,18.808,15.325,23.116,61.937,42.506,77.822,28.678,19.857,37.195,-1.0,1.18,-1.0,106.98,92.65,118.73,-0.0,-0.0,-0.0,16.25,11.94,20.46,0.065,0.05,0.09,799.0,721.0,863.0
eb01_212078_020_ML00105_002_c010,1eRASS J141220.1+115733,213.08386920828235,11.959350612209658,10.029766,17.029024,150.5,0.1122,4.0E-4,0.291,0.2,0.388,43.8,30.1,58.4,22.001,15.962,28.294,28.019,19.29,37.198,9.358,6.403,12.468,-1.0,7.27,-1.0,36.08,22.49,46.75,-0.0,-0.0,-0.0,6.63,5.12,9.2,0.05,0.029,0.078,594.0,545.0,662.0
